market_id,selection_id,race_time,reference_price,reference_time,price_at_flag,time_at_flag,percentage_drop,actual_sp,outcome,result
1.261065565,84222591,2026-08-15 06:21:00+00:00,3.65,84.411,3.25,24.435,10.95890410958904,,LOSER,1.6615384615384627
1.260601018,59768225,2026-08-02 04:30:00+00:00,7.8,82.554,6.8,22.516,12.820512820512825,,LOSER,2.764705882352942
1.260808177,81017097,2026-08-07 04:48:00+00:00,13.5,87.063,10.0,27.022,25.925925925925924,,LOSER,12.1
1.260808179,71588202,2026-08-07 05:23:00+00:00,5.1,86.993,4.5,27.017,11.764705882352937,,LOSER,2.1333333333333258
1.260808189,81019297,2026-08-07 08:03:00+00:00,7.4,82.617,6.6,22.569,10.81081081081082,,LOSER,1.575757575757578
1.260808189,81565921,2026-08-07 08:03:00+00:00,4.7,82.617,3.7,22.569,21.27659574468085,,LOSER,8.432432432432428
1.260859142,2485971,2026-08-09 06:45:00+00:00,6.6,87.016,5.8,27.038,12.12121212121212,,LOSER,2.344827586206904
1.260600141,63124042,2026-08-01 08:00:00+00:00,9.6,79.155,8.6,19.083,10.416666666666668,,LOSER,1.3488372093023244
1.261065537,84912842,2026-08-14 11:08:00+00:00,5.8,86.567,5.0,26.512,13.79310344827586,,LOSER,3.3599999999999994
1.261132398,86359689,2026-08-16 04:55:00+00:00,4.5,79.189,4.0,19.059,11.11111111111111,,LOSER,1.75
1.26064175,96694529,2026-08-03 04:30:00+00:00,3.95,70.881,3.45,10.928,12.658227848101264,,WINNER,2.6666666666666714
1.260643785,61895252,2026-08-04 04:10:00+00:00,11.0,71.23,9.8,11.187,10.909090909090905,,LOSER,1.632653061224488
1.260643785,77963816,2026-08-04 04:10:00+00:00,11.0,71.23,9.4,11.187,14.54545454545454,,LOSER,3.829787234042556
1.260792934,86828239,2026-08-06 03:51:00+00:00,9.6,61.177,8.6,1.208,10.416666666666668,,LOSER,1.3488372093023244
1.260792946,41298498,2026-08-06 07:24:00+00:00,9.2,61.119,7.6,1.149,17.391304347826082,,LOSER,5.684210526315788
1.260826752,101418726,2026-08-08 04:10:00+00:00,6.8,75.027,6.0,15.074,11.764705882352938,,LOSER,2.133333333333333
1.260826758,101418738,2026-08-08 05:25:00+00:00,10.5,75.078,8.2,15.034,21.90476190476191,,LOSER,8.902439024390254
1.261096277,69213525,2026-08-15 08:43:00+00:00,6.2,88.663,4.8,28.63,22.580645161290327,,LOSER,9.41666666666668
1.261096277,92420019,2026-08-15 08:43:00+00:00,7.2,88.663,6.4,28.63,11.111111111111107,,LOSER,1.75
1.261096283,58344982,2026-08-15 09:40:00+00:00,4.7,88.597,4.2,28.625,10.638297872340424,,LOSER,1.4761904761904745
1.261096286,47801098,2026-08-15 10:11:00+00:00,8.0,88.605,7.0,28.665,12.5,,LOSER,2.5714285714285765
1.261096289,69438135,2026-08-15 10:42:00+00:00,9.6,88.655,8.6,28.603,10.416666666666668,,LOSER,1.3488372093023244
1.261096289,86714274,2026-08-15 10:42:00+00:00,11.5,88.655,9.6,28.603,16.521739130434785,,LOSER,5.104166666666671
1.261128363,36408790,2026-08-16 06:34:00+00:00,11.0,66.624,8.4,6.691,23.636363636363637,,LOSER,10.238095238095234
1.261128365,101611995,2026-08-16 07:07:00+00:00,9.4,66.666,8.0,6.623,14.893617021276595,,LOSER,4.050000000000004
1.260646562,101219536,2026-08-04 03:00:00+00:00,10.5,59.977,9.2,0.031,12.380952380952388,,LOSER,2.500000000000007
1.260572572,101184044,2026-08-01 03:06:00+00:00,8.2,89.794,7.0,29.754,14.634146341463408,,LOSER,3.885714285714279
1.260572586,91924370,2026-08-01 04:16:00+00:00,7.8,89.847,6.0,29.795,23.07692307692308,,WINNER,9.800000000000004
1.260808344,93030613,2026-08-07 10:04:00+00:00,11.5,85.369,9.8,25.507,14.782608695652169,,LOSER,3.9795918367346914
1.260808347,39951868,2026-08-07 10:39:00+00:00,10.0,85.484,8.8,25.413,11.999999999999991,,LOSER,2.2727272727272734
1.26080835,73227207,2026-08-07 11:14:00+00:00,11.0,85.379,9.6,25.4,12.727272727272732,,WINNER,2.708333333333343
